tick address bitflip_pos qt_err will_recode curr_ecc next_ecc block_pos data_write data_rec fixed
1351860 3513 0 12 False 3 -1 1 9192 23e8 True
1351886 7029 0 0 False 1 -1 3 17652 44f4 True
1351912 2648 0 12 False 3 -1 1 1189 04a5 True
1351938 2867 0 12 False 3 -1 1 26949 6945 True
1351964 587 0 4 False 2 -1 0 26086 65e6 True
1351990 7064 0 0 False 1 -1 3 5745 1671 True
1352016 883 0 4 False 2 -1 0 39941 9c05 True
1352042 6164 0 0 False 1 -1 3 9565 255d True
1352068 461 0 4 False 2 -1 0 50387 c4d3 True
1352094 5207 0 13 False 3 -1 2 16194 3f42 True
1352120 7261 0 0 False 1 -1 3 58639 e50f True
1352146 1158 0 4 False 2 -1 0 3184 0c70 True
1352172 7359 0 0 False 1 -1 3 6359 18d7 True
1352198 5702 0 13 False 3 -1 2 11405 2c8d True
1352224 1440 0 4 False 2 -1 0 34137 8559 True
1352250 6454 0 0 False 1 -1 3 38049 94a1 True
1352276 5769 0 13 False 3 -1 2 12185 2f99 True
1352302 1563 0 4 False 2 -1 0 5714 1652 True
1352328 7316 0 0 False 1 -1 3 10897 2a91 True
1352354 4883 0 13 False 3 -1 2 39753 9b49 True
1352380 787 0 4 False 2 -1 0 45057 b001 True
1352406 878 0 4 False 2 -1 0 6445 192d True
1352432 7420 0 0 False 1 -1 3 29581 738d True
1352458 7993 0 0 False 1 -1 3 48289 bca1 True
1352484 1461 0 4 False 2 -1 0 28060 6d9c True
1352510 7546 0 0 False 1 -1 3 21662 549e True
1352536 4763 0 13 False 3 -1 2 42526 a61e True
1352562 3194 0 12 False 3 -1 1 5126 1406 True
1352588 764 0 4 False 2 -1 0 1058 0422 True
1352614 6271 0 0 False 1 -1 3 1822 071e True
1352640 163 0 4 False 2 -1 0 22437 57a5 True
1352666 3002 0 12 False 3 -1 1 19525 4c45 True
1352692 5037 0 13 False 3 -1 2 61274 ef5a True
1352718 1608 0 4 False 2 -1 0 28694 7016 True
1352744 7617 0 0 False 1 -1 3 39433 9a09 True
1352770 6589 0 0 False 1 -1 3 59804 e99c True
1352796 7460 0 0 False 1 -1 3 59808 e9a0 True
1352822 5277 0 13 False 3 -1 2 23434 5b8a True
1352848 2839 0 12 False 3 -1 1 25686 6456 True
1352874 6263 0 0 False 1 -1 3 56281 dbd9 True
1352900 1352 0 4 False 2 -1 0 5822 16be True
1352926 1224 0 4 False 2 -1 0 22323 5733 True
1352952 565 0 4 False 2 -1 0 56324 dc04 True
1352978 5790 0 13 False 3 -1 2 28294 6e86 True
1353004 6380 0 0 False 1 -1 3 29774 744e True
1353030 1852 0 4 False 2 -1 0 58990 e66e True
1353056 7338 0 0 False 1 -1 3 15180 3b4c True
1353082 3562 0 12 False 3 -1 1 12093 2f3d True
1353108 3648 0 12 False 3 -1 1 46614 b616 True
1353134 1851 0 4 False 2 -1 0 58019 e2a3 True
1353160 4611 0 13 False 3 -1 2 22926 598e True
1353186 584 0 4 False 2 -1 0 2208 08a0 True
1353212 5127 0 13 False 3 -1 2 61511 f047 True
1353238 3341 0 12 False 3 -1 1 58077 e2dd True
1353264 4793 0 13 False 3 -1 2 48224 bc60 True
1353290 5768 0 13 False 3 -1 2 50737 c631 True
1353316 6529 0 0 False 1 -1 3 751 02ef True
1353342 5632 0 13 False 3 -1 2 45587 b213 True
1353368 5953 0 13 False 3 -1 2 62521 f439 True
1353394 1833 0 4 False 2 -1 0 19359 4b9f True
1353420 6793 0 0 False 1 -1 3 26785 68a1 True
1353446 1864 0 4 False 2 -1 0 12845 322d True
1353472 1914 0 4 False 2 -1 0 20454 4fe6 True
1353498 7577 0 0 False 1 -1 3 49211 c03b True
1353524 7184 0 0 False 1 -1 3 57498 e09a True
1353550 4338 0 13 False 3 -1 2 9478 2506 True
1353576 5703 0 13 False 3 -1 2 21234 52f2 True
1353602 3683 0 12 False 3 -1 1 60326 eba6 True
1353628 7466 0 0 False 1 -1 3 12717 31ad True
1353654 7712 0 0 False 1 -1 3 45149 b05d True
1353680 2932 0 12 False 3 -1 1 41644 a2ac True
1353706 5847 0 13 False 3 -1 2 3632 0e30 True
1353732 6356 0 0 False 1 -1 3 12496 30d0 True
1353758 7819 0 0 False 1 -1 3 46102 b416 True
1353784 477 0 4 False 2 -1 0 38633 96e9 True
1353810 3995 0 12 False 3 -1 1 65097 fe49 True
1353836 7887 0 0 False 1 -1 3 34003 84d3 True
1353862 1645 0 4 False 2 -1 0 27717 6c45 True
1353888 372 0 4 False 2 -1 0 1764 06e4 True
1353914 6840 0 0 False 1 -1 3 39662 9aee True
1353940 4616 0 13 False 3 -1 2 29217 7221 True
1353966 1980 0 4 False 2 -1 0 40000 9c40 True
1353992 7344 0 0 False 1 -1 3 18670 48ee True
1354018 7865 0 0 False 1 -1 3 4109 100d True
1354044 2456 0 12 False 3 -1 1 63920 f9b0 True
1354070 6520 0 0 False 1 -1 3 57059 dee3 True
1354096 2775 0 12 False 3 -1 1 10749 29fd True
1354122 3446 0 12 False 3 -1 1 5774 168e True
1354148 5793 0 13 False 3 -1 2 40384 9dc0 True
1354174 5645 0 13 False 3 -1 2 1232 04d0 True
1354200 24 0 4 False 2 -1 0 42613 a675 True
1354226 7152 0 0 False 1 -1 3 14160 3750 True
1354252 1309 0 4 False 2 -1 0 25474 6382 True
1354278 554 0 4 False 2 -1 0 10314 284a True
1354304 7513 0 0 False 1 -1 3 7172 1c04 True
1354330 1214 0 4 False 2 -1 0 41538 a242 True
1354356 5132 0 13 False 3 -1 2 37086 90de True
1354382 6496 0 0 False 1 -1 3 16056 3eb8 True
1354408 6244 0 0 False 1 -1 3 15404 3c2c True
1354434 6019 0 0 False 1 -1 3 44770 aee2 True
1354460 510 0 4 False 2 -1 0 64057 fa39 True
1354486 4218 0 13 False 3 -1 2 59158 e716 True
1354512 7073 0 0 False 1 -1 3 56432 dc70 True
1354538 4298 0 13 False 3 -1 2 48547 bda3 True
1354564 5906 0 13 False 3 -1 2 54228 d3d4 True
1354590 2208 0 12 False 3 -1 1 1643 066b True
1354616 4518 0 13 False 3 -1 2 19298 4b62 True
1354642 6129 0 0 False 1 -1 3 19563 4c6b True
1354668 3614 0 12 False 3 -1 1 43279 a90f True
1354694 6599 0 0 False 1 -1 3 7694 1e0e True
1354720 3028 0 12 False 3 -1 1 41046 a056 True
1354746 5017 0 13 False 3 -1 2 60170 eb0a True
1354772 6332 0 0 False 1 -1 3 22988 59cc True
1354798 4227 0 13 False 3 -1 2 45801 b2e9 True
1354824 6089 0 0 False 1 -1 3 8987 231b True
1354850 7381 0 0 False 1 -1 3 60457 ec29 True
1354876 2452 0 12 False 3 -1 1 43767 aaf7 True
1354902 1388 0 4 False 2 -1 0 56003 dac3 True
1354928 4256 0 13 False 3 -1 2 59900 e9fc True
1354954 2310 0 12 False 3 -1 1 18284 476c True
1354980 2188 0 12 False 3 -1 1 4767 129f True
1355006 7349 0 0 False 1 -1 3 327 0147 True
1355032 4328 0 13 False 3 -1 2 56493 dcad True
1355058 3427 0 12 False 3 -1 1 10969 2ad9 True
1355084 3444 0 12 False 3 -1 1 11661 2d8d True
1355110 6249 0 0 False 1 -1 3 61897 f1c9 True
1355136 4280 0 13 False 3 -1 2 16063 3ebf True
1355162 3802 0 12 False 3 -1 1 63629 f88d True
1355188 1887 0 4 False 2 -1 0 50213 c425 True
1355214 5398 1-13- 14 False 3 -1 2 64750 fcec False
1355308 6524 0 0 False 1 -1 3 61925 f1e5 True
1355334 3702 0 12 False 3 -1 1 42142 a49e True
1355360 2945 0 12 False 3 -1 1 17117 42dd True
1355386 524 0 4 False 2 -1 0 62153 f2c9 True
1355412 2106 0 12 False 3 -1 1 14102 3716 True
1355438 715 0 4 False 2 -1 0 18618 48ba True
1355464 7170 0 0 False 1 -1 3 10032 2730 True
1355490 4063 0 14 False 3 -1 2 15130 3b1a True
1355516 1291 0 4 False 2 -1 0 2184 0888 True
1355542 6721 0 0 False 1 -1 3 41402 a1ba True
1355568 569 0 4 False 2 -1 0 39043 9883 True
1355594 2591 0 12 False 3 -1 1 45295 b0ef True
1355620 7846 0 0 False 1 -1 3 11004 2afc True
1355646 3929 0 12 False 3 -1 1 26110 65fe True
1355672 1399 0 4 False 2 -1 0 2204 089c True
1355698 5626 0 14 False 3 -1 2 63226 f6fa True
1355724 3393 0 12 False 3 -1 1 62767 f52f True
1355750 7309 0 0 False 1 -1 3 39032 9878 True
1355776 6716 0 0 False 1 -1 3 10872 2a78 True
1355802 4659 0 14 False 3 -1 2 47891 bb13 True
1355828 2790 0 12 False 3 -1 1 33423 828f True
1355854 5666 0 14 False 3 -1 2 1065 0429 True
1355880 7805 0 0 False 1 -1 3 26470 6766 True
1355906 3816 0 12 False 3 -1 1 52527 cd2f True
1355932 1714 0 4 False 2 -1 0 58165 e335 True
1355958 3965 0 12 False 3 -1 1 44830 af1e True
1355984 350 0 4 False 2 -1 0 16833 41c1 True
1356010 4083 0 14 False 3 -1 2 40753 9f31 True
1356036 5519 0 14 False 3 -1 2 11340 2c4c True
1356062 246 0 4 False 2 -1 0 47667 ba33 True
1356088 2920 0 12 False 3 -1 1 21054 523e True
1356114 402 0 4 False 2 -1 0 35396 8a44 True
1356140 1864 0 4 False 2 -1 0 44289 ad01 True
1356166 91 0 4 False 2 -1 0 60542 ec7e True
1356192 879 0 4 False 2 -1 0 63933 f9bd True
1356218 6088 0 0 False 1 -1 3 31489 7b01 True
1356244 756 0 4 False 2 -1 0 12954 329a True
1356270 2145 0 12 False 3 -1 1 46217 b489 True
1356296 941 0 4 False 2 -1 0 6483 1953 True
1356322 3148 0 12 False 3 -1 1 52437 ccd5 True
1356348 281 0 4 False 2 -1 0 29985 7521 True
1356374 4624 0 14 False 3 -1 2 40802 9f62 True
1356400 4624 0 14 False 3 -1 2 31952 7cd0 True
1356426 3183 0 12 False 3 -1 1 45635 b243 True
1356452 2043 0 12 False 3 -1 1 31512 7b18 True
1356478 6915 0 0 False 1 -1 3 52095 cb7f True
1356504 1016 0 4 False 2 -1 0 61860 f1a4 True
1356530 4800 0 14 False 3 -1 2 843 034b True
1356556 6315 0 0 False 1 -1 3 51093 c795 True
1356582 5464 0 14 False 3 -1 2 45701 b285 True
1356608 4616 0 14 False 3 -1 2 6702 1a2e True
1356634 2610 0 12 False 3 -1 1 32174 7dae True
1356660 3941 0 12 False 3 -1 1 28008 6d68 True
1356686 3834 0 12 False 3 -1 1 19186 4af2 True
1356712 3583 0 12 False 3 -1 1 62314 f36a True
1356738 2963 0 12 False 3 -1 1 38976 9840 True
1356764 1171 0 4 False 2 -1 0 48990 bf5e True
1356790 5546 0 14 False 3 -1 2 60725 ed35 True
1356816 1255 0 4 False 2 -1 0 24919 6157 True
1356842 7491 0 0 False 1 -1 3 711 02c7 True
1356868 6061 0 0 False 1 -1 3 34152 8568 True
1356894 6726 0 0 False 1 -1 3 5886 16fe True
1356920 4972 0 14 False 3 -1 2 51995 cb1b True
1356946 3724 0 12 False 3 -1 1 54078 d33e True
1356972 7088 0 0 False 1 -1 3 2496 09c0 True
1356998 1298 0 4 False 2 -1 0 64717 fccd True
1357024 327 0 4 False 2 -1 0 57444 e064 True
1357050 7155 0 0 False 1 -1 3 25595 63fb True
1357076 6112 0 0 False 1 -1 3 5909 1715 True
1357102 2144 0 12 False 3 -1 1 14377 3829 True
1357128 1609 0 4 False 2 -1 0 30676 77d4 True
1357154 7783 0 0 False 1 -1 3 58752 e580 True
1357180 7588 0 0 False 1 -1 3 8488 2128 True
1357206 67 0 4 False 2 -1 0 47385 b919 True
1357232 7392 0 0 False 1 -1 3 54126 d36e True
1357258 5008 0 14 False 3 -1 2 22653 587d True
1357284 1698 0 4 False 2 -1 0 6023 1787 True
1357310 7564 0 0 False 1 -1 3 27194 6a3a True
1357336 7485 0 0 False 1 -1 3 62633 f4a9 True
1357362 3366 0 12 False 3 -1 1 62836 f574 True
1357388 4240 0 14 False 3 -1 2 26832 68d0 True
1357414 1173 0 4 False 2 -1 0 61361 efb1 True
1357440 3885 0 12 False 3 -1 1 44776 aee8 True
1357466 6490 0 0 False 1 -1 3 14954 3a6a True
1357492 5449 0 14 False 3 -1 2 41523 a233 True
1357518 1455 0 4 False 2 -1 0 65123 fe63 True
1357544 3084 0 12 False 3 -1 1 57067 deeb True
1357570 3792 0 12 False 3 -1 1 24216 5e98 True
1357596 7032 0 0 False 1 -1 3 5126 1406 True
1357622 5206 0 14 False 3 -1 2 31415 7ab7 True
1357648 7949 0 0 False 1 -1 3 34051 8503 True
1357674 7956 0 0 False 1 -1 3 36032 8cc0 True
1357700 5377 0 14 False 3 -1 2 39050 988a True
1357726 3660 0 12 False 3 -1 1 4373 1115 True
1357752 3195 0 12 False 3 -1 1 19235 4b23 True
1357778 2878 0 12 False 3 -1 1 14263 37b7 True
1357804 7011 0 0 False 1 -1 3 52631 cd97 True
1357830 7640 0 0 False 1 -1 3 53030 cf26 True
1357856 3528 0 12 False 3 -1 1 9281 2441 True
1357882 848 0 4 False 2 -1 0 46168 b458 True
1357908 6925 0 0 False 1 -1 3 22879 595f True
1357934 3337 0 12 False 3 -1 1 2255 08cf True
1357960 3677 0 12 False 3 -1 1 17045 4295 True
1357986 1169 0 4 False 2 -1 0 45147 b05b True
1358012 7524 0 0 False 1 -1 3 47840 bae0 True
1358038 4364 0 14 False 3 -1 2 386 0182 True
1358064 7925 0 0 False 1 -1 3 27860 6cd4 True
1358090 2274 0 12 False 3 -1 1 49192 c028 True
1358116 4863 0 14 False 3 -1 2 40242 9d32 True
1358142 1229 0 4 False 2 -1 0 3590 0e06 True
1358168 2896 0 12 False 3 -1 1 15365 3c05 True
1358194 7148 0 0 False 1 -1 3 64054 fa36 True
1358220 6928 0 0 False 1 -1 3 42591 a65f True
1358246 7570 0 0 False 1 -1 3 52570 cd5a True
1358272 1305 0 4 False 2 -1 0 53086 cf5e True
1358298 4274 0 14 False 3 -1 2 50660 c5e4 True
1358324 943 0 4 False 2 -1 0 52492 cd0c True
1358350 2190 0 12 False 3 -1 1 4836 12e4 True
1358376 5827 0 14 False 3 -1 2 11913 2e89 True
1358402 1580 0 4 False 2 -1 0 12334 302e True
1358428 7093 0 0 False 1 -1 3 42757 a705 True
1358454 877 0 4 False 2 -1 0 28572 6f9c True
1358480 5193 0 14 False 3 -1 2 25751 6497 True
1358506 7877 0 0 False 1 -1 3 6951 1b27 True
1358532 2487 0 12 False 3 -1 1 37227 916b True
1358558 2442 0 12 False 3 -1 1 52880 ce90 True
1358584 7226 0 0 False 1 -1 3 48490 bd6a True
1358610 6758 0 0 False 1 -1 3 19344 4b90 True
1358636 7606 0 0 False 1 -1 3 19771 4d3b True
1358662 1193 0 4 False 2 -1 0 12981 32b5 True
1358688 7386 0 0 False 1 -1 3 13871 362f True
1358714 1702 0 4 False 2 -1 0 41548 a24c True
1358740 5806 0 14 False 3 -1 2 38599 96c7 True
1358766 2223 0 12 False 3 -1 1 42536 a628 True
1358792 2654 16- 13 False 3 -1 1 11507 2cf3 True
1358852 7322 0 0 False 1 -1 3 11739 2ddb True
1358878 6549 0 0 False 1 -1 3 56506 dcba True
1358904 1365 0 4 False 2 -1 0 45908 b354 True
1358930 5371 0 14 False 3 -1 2 53697 d1c1 True
1358956 4147 0 14 False 3 -1 2 18762 494a True
1358982 7868 0 0 False 1 -1 3 40102 9ca6 True
1359008 2422 0 13 False 3 -1 1 29988 7524 True
1359034 5343 0 14 False 3 -1 2 20707 50e3 True
1359060 274 0 4 False 2 -1 0 8933 22e5 True
1359086 4030 0 14 False 3 -1 2 60681 ed09 True
1359112 542 0 4 False 2 -1 0 2378 094a True
1359138 3443 0 13 False 3 -1 1 42651 a69b True
1359164 2455 0 13 False 3 -1 1 18992 4a30 True
1359190 991 0 4 False 2 -1 0 24911 614f True
1359216 1151 0 4 False 2 -1 0 8329 2089 True
1359242 7726 0 0 False 1 -1 3 6172 181c True
1359268 3754 0 13 False 3 -1 1 31029 7935 True
1359294 5477 0 14 False 3 -1 2 23773 5cdd True
1359320 2725 0 13 False 3 -1 1 7735 1e37 True
1359346 7991 0 0 False 1 -1 3 29750 7436 True
1359372 2755 0 13 False 3 -1 1 44247 acd7 True
1359398 1574 0 4 False 2 -1 0 7164 1bfc True
1359424 2900 0 13 False 3 -1 1 38021 9485 True
1359450 5922 0 14 False 3 -1 2 5971 1753 True
1359476 6779 0 0 False 1 -1 3 12423 3087 True
1359502 7428 0 0 False 1 -1 3 58158 e32e True
1359528 6005 0 0 False 1 -1 3 50002 c352 True
1359554 621 0 4 False 2 -1 0 47071 b7df True
1359580 4622 0 14 False 3 -1 2 50584 c598 True
1359606 1637 0 4 False 2 -1 0 8556 216c True
1359632 1815 0 4 False 2 -1 0 18025 4669 True
1359658 997 0 4 False 2 -1 0 58714 e55a True
1359684 2823 0 13 False 3 -1 1 25809 64d1 True
1359710 1552 0 4 False 2 -1 0 35099 891b True
1359736 1386 0 4 False 2 -1 0 62886 f5a6 True
1359762 5426 0 14 False 3 -1 2 45440 b180 True
1359788 2220 0 13 False 3 -1 1 2638 0a4e True
1359814 6422 0 0 False 1 -1 3 40692 9ef4 True
1359840 5173 0 14 False 3 -1 2 64488 fbe8 True
1359866 6876 0 0 False 1 -1 3 8483 2123 True
1359892 7465 0 0 False 1 -1 3 39127 98d7 True
1359918 3551 0 13 False 3 -1 1 30935 78d7 True
1359944 6017 0 0 False 1 -1 3 51079 c787 True
1359970 2312 0 13 False 3 -1 1 50504 c548 True
1359996 1515 0 4 False 2 -1 0 48996 bf64 True
1360022 3313 0 13 False 3 -1 1 52863 ce7f True
1360048 6366 0 0 False 1 -1 3 61885 f1bd True
1360074 6732 0 0 False 1 -1 3 59920 ea10 True
1360100 7987 0 0 False 1 -1 3 22163 5693 True
1360126 4805 0 14 False 3 -1 2 44788 aef4 True
1360152 4290 0 14 False 3 -1 2 4555 11cb True
1360178 4407 0 14 False 3 -1 2 39247 994f True
1360204 5268 0 14 False 3 -1 2 54096 d350 True
1360230 3261 0 13 False 3 -1 1 44616 ae48 True
1360256 1144 0 4 False 2 -1 0 51884 caac True
1360282 2441 0 13 False 3 -1 1 12037 2f05 True
1360308 401 0 4 False 2 -1 0 21912 5598 True
1360334 6730 0 0 False 1 -1 3 23497 5bc9 True
1360360 6937 0 0 False 1 -1 3 64039 fa27 True
1360386 3062 0 13 False 3 -1 1 14136 3738 True
1360412 713 0 4 False 2 -1 0 1059 0423 True
1360438 6690 0 0 False 1 -1 3 40220 9d1c True
1360464 435 0 4 False 2 -1 0 47889 bb11 True
1360490 7554 16-4- 1 False 1 -1 3 26644 6014 False
1360584 6318 0 1 False 1 -1 3 1659 067b True
1360610 4664 0 14 False 3 -1 2 1219 04c3 True
1360636 7216 0 1 False 1 -1 3 22665 5889 True
1360662 7461 0 1 False 1 -1 3 52574 cd5e True
1360688 3205 0 13 False 3 -1 1 38289 9591 True
1360714 7743 0 1 False 1 -1 3 49741 c24d True
1360740 7562 0 1 False 1 -1 3 43799 ab17 True
1360766 7016 0 1 False 1 -1 3 45829 b305 True
1360792 5481 0 14 False 3 -1 2 39362 99c2 True
1360818 3482 0 13 False 3 -1 1 13670 3566 True
1360844 423 0 4 False 2 -1 0 48080 bbd0 True
1360870 1971 0 4 False 2 -1 0 24532 5fd4 True
1360896 1517 0 4 False 2 -1 0 54027 d30b True
1360922 7748 0 1 False 1 -1 3 33552 8310 True
1360948 7642 0 1 False 1 -1 3 41444 a1e4 True
1360974 7544 0 1 False 1 -1 3 40864 9fa0 True
1361000 1454 0 4 False 2 -1 0 45003 afcb True
1361026 5309 0 14 False 3 -1 2 2760 0ac8 True
1361052 6969 0 1 False 1 -1 3 40773 9f45 True
1361078 7031 0 1 False 1 -1 3 60317 eb9d True
1361104 2048 0 13 False 3 -1 1 50151 c3e7 True
1361130 7248 0 1 False 1 -1 3 24488 5fa8 True
1361156 4649 0 14 False 3 -1 2 25246 629e True
1361182 6661 0 1 False 1 -1 3 38652 96fc True
1361208 4032 0 14 False 3 -1 2 62878 f59e True
1361234 5435 0 14 False 3 -1 2 20105 4e89 True
1361260 5834 0 14 False 3 -1 2 13835 360b True
1361286 6371 0 1 False 1 -1 3 37824 93c0 True
1361312 5066 0 14 False 3 -1 2 59187 e733 True
1361338 4405 0 14 False 3 -1 2 58638 e50e True
1361364 4581 0 14 False 3 -1 2 7767 1e57 True
1361390 392 0 4 False 2 -1 0 33479 82c7 True
1361416 3828 0 13 False 3 -1 1 61874 f1b2 True
1361442 2278 0 13 False 3 -1 1 36527 8eaf True
1361468 5106 0 14 False 3 -1 2 2514 09d2 True
1361494 1776 0 4 False 2 -1 0 8655 21cf True
1361520 1176 0 4 False 2 -1 0 6478 194e True
1361546 6203 0 1 False 1 -1 3 17053 429d True
1361572 7045 0 1 False 1 -1 3 62947 f5e3 True
1361598 1777 0 4 False 2 -1 0 3335 0d07 True
1361624 2259 0 13 False 3 -1 1 21271 5317 True
1361650 5155 0 14 False 3 -1 2 21941 55b5 True
1361676 1887 0 4 False 2 -1 0 27030 6996 True
1361702 241 0 4 False 2 -1 0 18113 46c1 True
1361728 3010 0 13 False 3 -1 1 43575 aa37 True
1361754 6539 0 1 False 1 -1 3 53551 d12f True
1361780 6218 0 1 False 1 -1 3 1638 0666 True
1361806 885 0 4 False 2 -1 0 62565 f465 True
1361832 416 0 4 False 2 -1 0 43265 a901 True
1361858 1164 0 4 False 2 -1 0 18881 49c1 True
1361884 1665 0 4 False 2 -1 0 45010 afd2 True
1361910 1450 0 4 False 2 -1 0 26749 687d True
1361936 2698 0 13 False 3 -1 1 37817 93b9 True
1361962 1593 0 4 False 2 -1 0 15338 3bea True
1361988 6931 0 1 False 1 -1 3 51318 c876 True
1362014 502 0 4 False 2 -1 0 9409 24c1 True
1362040 129 0 4 False 2 -1 0 48090 bbda True
1362066 7103 0 1 False 1 -1 3 39266 9962 True
1362092 2705 0 13 False 3 -1 1 25620 6414 True
1362118 5958 0 14 False 3 -1 2 57014 deb6 True
1362144 3791 0 13 False 3 -1 1 62157 f2cd True
1362170 29 0 4 False 2 -1 0 11292 2c1c True
1362196 4289 0 14 False 3 -1 2 44333 ad2d True
1362222 3766 0 13 False 3 -1 1 39815 9b87 True
1362248 7796 0 1 False 1 -1 3 53179 cfbb True
1362274 3757 0 13 False 3 -1 1 19397 4bc5 True
1362300 1124 0 4 False 2 -1 0 1434 059a True
1362326 5548 0 14 False 3 -1 2 18682 48fa True
1362352 6891 0 1 False 1 -1 3 42437 a5c5 True
1362378 4138 0 14 False 3 -1 2 5004 138c True
1362404 2870 0 13 False 3 -1 1 25132 622c True
1362430 6975 0 1 False 1 -1 3 25214 627e True
1362456 4568 0 14 False 3 -1 2 28267 6e6b True
1362482 2598 0 13 False 3 -1 1 56574 dcfe True
1362508 5664 0 14 False 3 -1 2 48898 bf02 True
1362534 1609 0 4 False 2 -1 0 5730 1662 True
1362560 2338 0 13 False 3 -1 1 43023 a80f True
1362586 7413 0 1 False 1 -1 3 12903 3267 True
1362612 1606 0 4 False 2 -1 0 34542 86ee True
1362638 27 0 4 False 2 -1 0 53437 d0bd True
1362664 5840 0 14 False 3 -1 2 16859 41db True
1362690 3609 0 13 False 3 -1 1 16909 420d True
1362716 776 0 4 False 2 -1 0 7725 1e2d True
1362742 558 0 4 False 2 -1 0 48882 bef2 True
1362768 1057 0 4 False 2 -1 0 50746 c63a True
1362794 3539 0 13 False 3 -1 1 18453 4815 True
1362820 6890 0 1 False 1 -1 3 13614 352e True
1362846 1063 0 4 False 2 -1 0 15537 3cb1 True
1362872 7677 0 1 False 1 -1 3 33650 8372 True
1362898 2118 0 13 False 3 -1 1 29459 7313 True
1362924 6949 0 1 False 1 -1 3 55956 da94 True
1362950 6496 0 1 False 1 -1 3 35047 88e7 True
1362976 6943 0 1 False 1 -1 3 55754 d9ca True
1363002 4468 0 14 False 3 -1 2 24810 60ea True
1363028 7176 0 1 False 1 -1 3 36740 8f84 True
1363054 279 0 4 False 2 -1 0 44732 aebc True
1363080 7469 0 1 False 1 -1 3 15298 3bc2 True
1363106 7010 0 1 False 1 -1 3 50155 c3eb True
1363132 7277 0 1 False 1 -1 3 36932 9044 True
1363158 4232 0 14 False 3 -1 2 26248 6688 True
1363184 1148 0 4 False 2 -1 0 64742 fce6 True
1363210 7287 0 1 False 1 -1 3 21329 5351 True
1363236 7097 0 1 False 1 -1 3 60845 edad True
1363262 1129 0 4 False 2 -1 0 35043 88e3 True
1363288 5240 0 14 False 3 -1 2 2084 0824 True
1363314 3552 0 13 False 3 -1 1 743 02e7 True
1363340 4933 0 14 False 3 -1 2 36404 8e34 True
1363366 7265 0 1 False 1 -1 3 5057 13c1 True
1363392 5827 0 14 False 3 -1 2 57121 df21 True
1363418 1834 0 4 False 2 -1 0 14360 3818 True
1363444 3794 0 13 False 3 -1 1 12686 318e True
1363470 7176 0 1 False 1 -1 3 14863 3a0f True
1363496 1968 0 4 False 2 -1 0 62375 f3a7 True
1363522 3019 0 13 False 3 -1 1 5856 16e0 True
1363548 4773 0 14 False 3 -1 2 64569 fc39 True
1363574 783 0 4 False 2 -1 0 34808 87f8 True
1363600 7731 0 1 False 1 -1 3 34854 8826 True
1363626 5268 0 14 False 3 -1 2 39674 9afa True
1363652 6429 0 1 False 1 -1 3 42877 a77d True
1363678 1116 0 4 False 2 -1 0 27297 6aa1 True
1363704 2854 0 13 False 3 -1 1 406 0196 True
1363730 3327 0 13 False 3 -1 1 53933 d2ad True
1363756 7134 0 1 False 1 -1 3 7964 1f1c True
1363782 6607 0 1 False 1 -1 3 30820 7864 True
1363808 988 0 4 False 2 -1 0 5302 14b6 True
1363834 3471 0 13 False 3 -1 1 51638 c9b6 True
1363860 7798 0 1 False 1 -1 3 681 02a9 True
1363886 5000 0 14 False 3 -1 2 14565 38e5 True
1363912 4770 0 14 False 3 -1 2 41344 a180 True
1363938 755 0 4 False 2 -1 0 59866 e9da True
1363964 1287 0 4 False 2 -1 0 49578 c1aa True
1363990 3473 0 13 False 3 -1 1 17603 44c3 True
1364016 2925 0 13 False 3 -1 1 5870 16ee True
1364042 5092 0 14 False 3 -1 2 22397 577d True
1364068 3858 0 13 False 3 -1 1 13441 3481 True
1364094 6873 0 1 False 1 -1 3 49959 c327 True
1364120 2792 0 13 False 3 -1 1 17607 44c7 True
1364146 1688 0 4 False 2 -1 0 33076 8134 True
1364172 6216 0 1 False 1 -1 3 7346 1cb2 True
1364198 7407 0 1 False 1 -1 3 37798 93a6 True
1364224 1818 0 4 False 2 -1 0 39635 9ad3 True
1364250 382 0 4 False 2 -1 0 51961 caf9 True
1364276 4815 0 14 False 3 -1 2 59182 e72e True
1364302 5122 0 14 False 3 -1 2 32731 7fdb True
1364328 715 0 4 False 2 -1 0 13591 3517 True
1364354 6686 0 1 False 1 -1 3 11132 2b7c True
1364380 1628 0 4 False 2 -1 0 37016 9098 True
1364406 4466 0 14 False 3 -1 2 10853 2a65 True
1364432 7307 0 1 False 1 -1 3 970 03ca True
1364458 1832 0 4 False 2 -1 0 55725 d9ad True
1364484 3325 0 13 False 3 -1 1 10421 28b5 True
1364510 3065 0 13 False 3 -1 1 42977 a7e1 True
1364536 3504 0 13 False 3 -1 1 51129 c7b9 True
1364562 4062 0 14 False 3 -1 2 42459 a5db True
1364588 1250 0 4 False 2 -1 0 43608 aa58 True
1364614 441 0 4 False 2 -1 0 54574 d52e True
1364640 4428 0 14 False 3 -1 2 51510 c936 True
1364666 2857 0 13 False 3 -1 1 62343 f387 True
1364692 1717 0 4 False 2 -1 0 10039 2737 True
1364718 5817 0 14 False 3 -1 2 39542 9a76 True
1364744 4647 0 14 False 3 -1 2 63898 f99a True
1364770 7256 0 1 False 1 -1 3 26580 67d4 True
